상권_코드,상권_코드_명,상권_구분_코드_명,floating_population,resident_population,households,worker_population,apartment_complexes,apartment_avg_value,store_auto_beauty,store_auto_repair,store_gas_station,store_convenience,sales_auto_beauty,sales_auto_repair,sales_convenience,population_quarter,commercial_quarter
3110804,신풍역 1번,골목상권,1083854,1955.0,1152.0,338.0,18.0,185510934.0,0.0,2.0,0.0,0.0,,,,2026Q2,2025Q4
3110803,신길2동우편취급국,골목상권,1209046,2498.0,1418.0,528.0,34.0,161089524.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110802,신길동홍어거리,골목상권,563892,1271.0,731.0,475.0,15.0,177177884.0,0.0,2.0,0.0,2.0,,,,2026Q2,2025Q4
3110801,신풍역 6번(신길6동공영주차장),골목상권,26601,19.0,16.0,28.0,1.0,578000000.0,,,,,,,,2026Q2,2025Q4
3110800,영등포동성당,골목상권,182003,995.0,846.0,660.0,8.0,133045360.0,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110799,영등포본동주민센터,골목상권,147411,646.0,379.0,129.0,22.0,153461557.0,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110798,신풍역 2번,골목상권,212240,555.0,281.0,244.0,3.0,284861111.0,0.0,1.0,2.0,1.0,,,,2026Q2,2025Q4
3110797,KT대방빌딩,골목상권,288792,206.0,119.0,53.0,,,,,,,,,,2026Q2,2025Q4
3110796,한림대학교한강성심병원,골목상권,92268,1441.0,1116.0,191.0,9.0,203228409.0,,,,,,,,2026Q2,2025Q4
3110795,도림초등학교,골목상권,973049,1920.0,1110.0,100.0,13.0,189452667.0,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110794,영동초등학교,골목상권,922072,3990.0,3327.0,1612.0,25.0,182301495.0,0.0,1.0,1.0,1.0,0.0,0.0,244033153.0,2026Q2,2025Q4
3110793,대림썬프라자,골목상권,32661,,,64.0,,,,,,,,,,2026Q2,2025Q4
3110792,영등포역 2번,골목상권,1681210,3749.0,2315.0,534.0,49.0,172407911.0,1.0,2.0,1.0,0.0,,,,2026Q2,2025Q4
3110791,신풍역 3번,골목상권,119265,208.0,95.0,117.0,1.0,465454545.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110790,대림1동주민센터,골목상권,482078,2883.0,1709.0,443.0,28.0,169603142.0,2.0,2.0,0.0,3.0,0.0,1494545071.0,64789746.0,2026Q2,2025Q4
3110789,대림성모병원,골목상권,449989,1565.0,960.0,549.0,21.0,149367276.0,1.0,0.0,0.0,1.0,0.0,0.0,408584649.0,2026Q2,2025Q4
3110788,영등포시장역 3번,골목상권,105761,326.0,167.0,82.0,1.0,354833333.0,0.0,0.0,0.0,1.0,,,,2026Q2,2025Q4
3110787,신길3동주민센터,골목상권,1618624,2746.0,1542.0,270.0,13.0,175892648.0,0.0,2.0,2.0,1.0,0.0,0.0,679341143.0,2026Q2,2025Q4
3110786,당산역 8번,골목상권,425531,2170.0,1470.0,246.0,41.0,202770883.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110785,영등포푸르지오아파트,골목상권,1252948,3195.0,1794.0,297.0,31.0,155824290.0,0.0,7.0,0.0,1.0,0.0,957790571.0,239156692.0,2026Q2,2025Q4
3110784,신대림초등학교,골목상권,176653,892.0,529.0,146.0,8.0,125063951.0,0.0,0.0,0.0,0.0,0.0,0.0,247649933.0,2026Q2,2025Q4
3110783,영등포시장역 1번,골목상권,287528,672.0,406.0,484.0,5.0,168415152.0,1.0,1.0,1.0,1.0,0.0,0.0,173021734.0,2026Q2,2025Q4
3110782,영등포시장역 4번,골목상권,201361,802.0,637.0,250.0,11.0,159654604.0,1.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110781,대림한신아파트,골목상권,1128630,3052.0,1540.0,225.0,20.0,182790191.0,1.0,4.0,0.0,0.0,0.0,133667760.0,0.0,2026Q2,2025Q4
3110780,신길대성유니드아파트,골목상권,239144,3033.0,1527.0,229.0,40.0,160605355.0,0.0,0.0,1.0,0.0,,,,2026Q2,2025Q4
3110779,대림갑을명가아파트,골목상권,110603,265.0,160.0,44.0,,,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110778,구로디지털단지역 4번,골목상권,1184552,4010.0,2474.0,1271.0,30.0,151427570.0,1.0,0.0,0.0,3.0,0.0,0.0,304611730.0,2026Q2,2025Q4
3110777,구로세무서,골목상권,248039,117.0,112.0,2788.0,1.0,117000000.0,3.0,2.0,0.0,0.0,,,,2026Q2,2025Q4
3110776,도신초등학교,골목상권,715574,2834.0,1406.0,454.0,45.0,162154064.0,1.0,0.0,0.0,0.0,0.0,0.0,390564474.0,2026Q2,2025Q4
3110775,대동초등학교,골목상권,181372,620.0,352.0,426.0,6.0,149148214.0,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110774,당산반도유보라팰리스아파트,골목상권,639999,1358.0,1017.0,572.0,13.0,171420478.0,1.0,1.0,0.0,2.0,0.0,0.0,618405924.0,2026Q2,2025Q4
3110773,당산역 13번,골목상권,80024,112.0,83.0,285.0,,,0.0,0.0,3.0,0.0,,,,2026Q2,2025Q4
3110772,신우어린이공원,골목상권,333487,1145.0,554.0,158.0,22.0,161463767.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110771,대림역 11번,골목상권,333897,459.0,282.0,138.0,10.0,129718071.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110770,영등포구청역 6번,골목상권,902840,1930.0,1286.0,447.0,11.0,172992591.0,,,,,,,,2026Q2,2025Q4
3110769,대림차이나타운(대림역 12번),골목상권,495560,641.0,377.0,204.0,8.0,140612639.0,,,,,,,,2026Q2,2025Q4
3110768,도림2동유수지내체육시설,골목상권,257972,1297.0,917.0,176.0,7.0,137803086.0,0.0,2.0,0.0,1.0,,,,2026Q2,2025Q4
3110767,도림동주민센터,골목상권,225588,617.0,419.0,40.0,3.0,138027778.0,1.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110766,대림역 5번,골목상권,1289093,2300.0,1362.0,474.0,63.0,123444409.0,1.0,0.0,0.0,2.0,0.0,0.0,173694298.0,2026Q2,2025Q4
3110765,문래동사거리,골목상권,312230,124.0,64.0,2977.0,2.0,203541667.0,,,,,,,,2026Q2,2025Q4
3110764,문래역 3번,골목상권,67587,297.0,272.0,367.0,,,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110763,영등포구청역 2번,골목상권,553124,1347.0,837.0,1298.0,16.0,257667334.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110762,선유도역 1번,골목상권,1737829,11135.0,6211.0,4542.0,140.0,207370173.0,4.0,12.0,0.0,5.0,305755433.0,682950292.0,443864765.0,2026Q2,2025Q4
3110761,문래동남성맨션,골목상권,175104,9.0,6.0,711.0,,,,,,,,,,2026Q2,2025Q4
3110760,선유도역 6번,골목상권,655466,1321.0,838.0,6117.0,4.0,356778409.0,3.0,10.0,1.0,3.0,253593800.0,277559674.0,318608279.0,2026Q2,2025Q4
3110759,문래예술촌(문래창작촌),골목상권,3802657,1099.0,688.0,23813.0,,,4.0,12.0,2.0,3.0,0.0,584457301.0,2468168993.0,2026Q2,2025Q4
3110758,문래소공원,골목상권,240669,1395.0,676.0,780.0,1.0,553333333.0,0.0,2.0,0.0,1.0,,,,2026Q2,2025Q4
3110757,양평역 2번,골목상권,252017,2184.0,1665.0,2082.0,6.0,177462121.0,1.0,3.0,0.0,3.0,0.0,12000000.0,157406111.0,2026Q2,2025Q4
3110756,문래중학교,골목상권,256532,2626.0,1477.0,406.0,1.0,413833333.0,0.0,0.0,0.0,1.0,,,,2026Q2,2025Q4
3110755,동일여자고등학교,골목상권,277686,1325.0,624.0,1138.0,17.0,148201315.0,0.0,2.0,0.0,0.0,,,,2026Q2,2025Q4
3110754,삼성산자연공원(서울금천초등학교),골목상권,1294450,4847.0,2410.0,294.0,86.0,152155396.0,1.0,2.0,0.0,0.0,,,,2026Q2,2025Q4
3110753,시흥동 은행나무사거리,골목상권,839313,6703.0,3512.0,431.0,85.0,154869503.0,3.0,2.0,0.0,1.0,0.0,0.0,1486421774.0,2026Q2,2025Q4
3110752,한울중학교,골목상권,733226,5971.0,2820.0,655.0,146.0,136066285.0,1.0,4.0,0.0,0.0,0.0,148158701.0,2065408286.0,2026Q2,2025Q4
3110751,난곡중학교,골목상권,1171276,5299.0,2913.0,373.0,89.0,150284346.0,1.0,1.0,0.0,1.0,,,,2026Q2,2025Q4
3110750,시흥4동주민센터(서울신흥초등학교),골목상권,655423,4283.0,2249.0,431.0,50.0,142651164.0,0.0,1.0,0.0,1.0,,,,2026Q2,2025Q4
3110749,금산초등학교(금천고등학교),골목상권,524352,4562.0,2024.0,774.0,124.0,145413808.0,0.0,3.0,1.0,0.0,0.0,581898312.0,0.0,2026Q2,2025Q4
3110748,백산초등학교,골목상권,407355,1818.0,1006.0,187.0,22.0,146815788.0,1.0,1.0,1.0,1.0,0.0,0.0,261727092.0,2026Q2,2025Q4
3110747,석수역 1번 출입구,골목상권,223697,921.0,438.0,595.0,36.0,176394492.0,0.0,4.0,0.0,0.0,0.0,296859541.0,0.0,2026Q2,2025Q4
3110746,금천금빛공원(은행나무사거리서측),골목상권,180915,1675.0,884.0,137.0,30.0,162710673.0,1.0,2.0,0.0,0.0,,,,2026Q2,2025Q4
3110745,독산동정훈단지,골목상권,344162,2713.0,1444.0,251.0,35.0,146690214.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110744,독산동성당,골목상권,1825889,7539.0,3984.0,429.0,99.0,149586799.0,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110743,시흥초등학교(시흥1동우체국),골목상권,821874,4042.0,2074.0,381.0,65.0,140804216.0,1.0,3.0,0.0,0.0,0.0,90643807.0,394201072.0,2026Q2,2025Q4
3110742,KT금천빌딩(금천구시설관리공단),골목상권,91424,181.0,110.0,438.0,3.0,109772222.0,1.0,2.0,0.0,0.0,,,,2026Q2,2025Q4
3110741,독산2동주민센터,골목상권,390662,3550.0,1939.0,229.0,49.0,140355187.0,1.0,0.0,0.0,1.0,,,,2026Q2,2025Q4
3110740,금천해태공원,골목상권,1304014,5120.0,2759.0,482.0,83.0,137224695.0,0.0,0.0,6.0,0.0,0.0,0.0,157377646.0,2026Q2,2025Q4
3110739,시흥3동 우편취급국,골목상권,22961,273.0,118.0,325.0,2.0,191870370.0,0.0,0.0,1.0,0.0,,,,2026Q2,2025Q4
3110738,문성초등학교,골목상권,511682,3206.0,1975.0,479.0,40.0,152738734.0,1.0,4.0,0.0,0.0,0.0,240372930.0,0.0,2026Q2,2025Q4
3110737,금천세무서,골목상권,664379,2583.0,1468.0,480.0,33.0,156736702.0,0.0,1.0,0.0,0.0,0.0,0.0,971475433.0,2026Q2,2025Q4
3110736,독산119안전센터,골목상권,813074,4575.0,2294.0,477.0,98.0,152401009.0,1.0,6.0,2.0,2.0,0.0,2268655770.0,583600327.0,2026Q2,2025Q4
3110735,말미고개,골목상권,887418,4952.0,2627.0,695.0,75.0,136597260.0,1.0,7.0,1.0,2.0,0.0,1047026057.0,0.0,2026Q2,2025Q4
3110734,금천파출소,골목상권,31566,320.0,188.0,100.0,5.0,158437744.0,,,,,,,,2026Q2,2025Q4
3110733,금천어울림복지센터,골목상권,227979,467.0,380.0,392.0,4.0,172345758.0,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110732,가산초등학교(세일중학교),골목상권,538836,2828.0,2074.0,634.0,30.0,153902056.0,1.0,5.0,3.0,0.0,0.0,726799445.0,0.0,2026Q2,2025Q4
3110731,금천구청역 1번 출입구,골목상권,355594,957.0,645.0,1228.0,12.0,177794872.0,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110730,서울축산농협 독산역지점(독산파출소),골목상권,660152,3163.0,2073.0,631.0,54.0,154434131.0,1.0,0.0,1.0,0.0,0.0,0.0,1589980057.0,2026Q2,2025Q4
3110729,가산동우체국,골목상권,694455,3204.0,2592.0,300.0,25.0,162741379.0,2.0,1.0,0.0,1.0,0.0,0.0,909503036.0,2026Q2,2025Q4
3110728,두산초등학교,골목상권,209739,1815.0,1406.0,390.0,7.0,156838961.0,0.0,1.0,0.0,1.0,,,,2026Q2,2025Q4
3110727,독산역 1번 출입구,골목상권,411421,3784.0,2005.0,516.0,12.0,165224750.0,0.0,0.0,0.0,2.0,0.0,0.0,154259872.0,2026Q2,2025Q4
3110726,금천철쭉어린이공원(금하마을),골목상권,256826,1555.0,872.0,177.0,11.0,117350613.0,1.0,2.0,0.0,0.0,,,,2026Q2,2025Q4
3110725,가산동주민센터,골목상권,261399,2213.0,2015.0,298.0,4.0,100312121.0,0.0,1.0,0.0,1.0,0.0,0.0,1345827999.0,2026Q2,2025Q4
3110724,금천구립가산도서관,골목상권,567984,3283.0,2477.0,265.0,42.0,151122377.0,1.0,1.0,0.0,1.0,0.0,0.0,466866876.0,2026Q2,2025Q4
3110723,가산디지털단지역 1번 출입구,골목상권,273560,759.0,540.0,295.0,5.0,109047197.0,1.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110722,G타워,골목상권,417656,4293.0,3879.0,4010.0,14.0,143573603.0,0.0,1.0,0.0,3.0,0.0,0.0,812080771.0,2026Q2,2025Q4
3110721,가리봉파출소,골목상권,1295828,2618.0,1856.0,303.0,72.0,137967176.0,1.0,1.0,0.0,1.0,0.0,0.0,205021094.0,2026Q2,2025Q4
3110720,대림역 2번,골목상권,795348,2085.0,1167.0,165.0,14.0,236574755.0,0.0,1.0,2.0,4.0,0.0,0.0,241649324.0,2026Q2,2025Q4
3110719,영서중학교,골목상권,266949,469.0,206.0,116.0,8.0,102002083.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110718,한국SGI본부,골목상권,1039428,2885.0,2186.0,1266.0,13.0,197880465.0,0.0,0.0,0.0,1.0,,,,2026Q2,2025Q4
3110717,남구로역 2번,골목상권,3422421,6283.0,3666.0,605.0,357.0,119151007.0,3.0,3.0,2.0,4.0,0.0,170378153.0,741831933.0,2026Q2,2025Q4
3110716,구로나눔길,골목상권,437301,791.0,440.0,231.0,17.0,185969300.0,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110715,구로구민회관,골목상권,271152,814.0,445.0,160.0,4.0,121235284.0,0.0,1.0,0.0,1.0,,,,2026Q2,2025Q4
3110714,구로4동주민센터,골목상권,1429931,3561.0,1942.0,287.0,50.0,160762580.0,2.0,1.0,0.0,0.0,0.0,0.0,705062171.0,2026Q2,2025Q4
3110713,구로보건소,골목상권,2401957,6694.0,3660.0,2241.0,59.0,160793937.0,4.0,7.0,0.0,1.0,103356382.0,157202011.0,90936152.0,2026Q2,2025Q4
3110712,남구로역 5번,골목상권,1916184,4613.0,2327.0,147.0,396.0,98338652.0,2.0,0.0,0.0,1.0,0.0,0.0,302975969.0,2026Q2,2025Q4
3110711,구로초등학교,골목상권,1152974,3560.0,1974.0,910.0,34.0,167375409.0,2.0,2.0,0.0,1.0,,,,2026Q2,2025Q4
3110710,남구로역 3번,골목상권,2211657,4960.0,2965.0,412.0,119.0,146544325.0,1.0,4.0,1.0,3.0,0.0,58462454.0,949555511.0,2026Q2,2025Q4
3110709,구로119안전센터,골목상권,973039,2389.0,1316.0,230.0,34.0,176301022.0,3.0,0.0,1.0,0.0,12375287.0,0.0,0.0,2026Q2,2025Q4
3110708,화원어린이공원,골목상권,484046,1301.0,812.0,104.0,17.0,165860009.0,1.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110707,구로창업지원센터,골목상권,1110009,1932.0,1017.0,2454.0,17.0,259803788.0,5.0,3.0,0.0,1.0,0.0,261023699.0,0.0,2026Q2,2025Q4
3110706,그라운드 고척,골목상권,285491,721.0,455.0,650.0,3.0,200643939.0,0.0,0.0,0.0,1.0,0.0,0.0,892872956.0,2026Q2,2025Q4
3110705,고산초등학교,골목상권,32851,687.0,429.0,118.0,1.0,226253846.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110704,고척중학교,골목상권,40472,108.0,99.0,216.0,,,,,,,,,,2026Q2,2025Q4
3110703,개봉역,골목상권,571200,1955.0,980.0,2078.0,29.0,158129182.0,0.0,0.0,1.0,1.0,0.0,0.0,559468876.0,2026Q2,2025Q4
3110702,개봉초등학교,골목상권,1501158,2437.0,1148.0,1970.0,55.0,168441825.0,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110701,고척동성당,골목상권,671905,1251.0,622.0,455.0,14.0,196334266.0,2.0,3.0,0.0,0.0,0.0,56909649.0,0.0,2026Q2,2025Q4
3110700,고척초등학교,골목상권,1077651,2609.0,1266.0,627.0,65.0,171486107.0,0.0,6.0,0.0,0.0,0.0,46926305.0,0.0,2026Q2,2025Q4
3110699,덕의초등학교,골목상권,465204,1494.0,744.0,444.0,23.0,131271465.0,0.0,3.0,4.0,0.0,0.0,700158304.0,0.0,2026Q2,2025Q4
3110698,개웅초등학교(개웅중학교),골목상권,614428,6262.0,2795.0,273.0,198.0,148017946.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110697,개봉3동주민센터,골목상권,410530,2817.0,1288.0,98.0,87.0,143281538.0,0.0,4.0,0.0,0.0,0.0,172469491.0,0.0,2026Q2,2025Q4
3110696,오류동역 1번,골목상권,725556,3264.0,1564.0,799.0,102.0,143857104.0,1.0,6.0,0.0,0.0,0.0,531503865.0,0.0,2026Q2,2025Q4
3110695,개봉1동주민센터,골목상권,1237609,5207.0,2882.0,1173.0,63.0,148773256.0,3.0,5.0,0.0,0.0,0.0,64561005.0,72000000.0,2026Q2,2025Q4
3110694,세곡초등학교,골목상권,2079377,6572.0,3466.0,994.0,107.0,134563385.0,0.0,4.0,0.0,2.0,0.0,66452600.0,0.0,2026Q2,2025Q4
3110693,오류동역 4번,골목상권,189790,713.0,621.0,48.0,2.0,164772727.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110692,큰굴다리,골목상권,1016460,2091.0,1105.0,495.0,24.0,139594231.0,1.0,2.0,0.0,0.0,,,,2026Q2,2025Q4
3110691,개봉중학교,골목상권,527044,2710.0,1340.0,871.0,74.0,127317855.0,0.0,4.0,0.0,0.0,0.0,466505771.0,0.0,2026Q2,2025Q4
3110690,오류2동버들시장,골목상권,1334766,4353.0,2337.0,839.0,46.0,151827581.0,2.0,3.0,0.0,3.0,0.0,0.0,246758927.0,2026Q2,2025Q4
3110689,오류동역 3번,골목상권,1243173,3067.0,1699.0,634.0,48.0,144215956.0,0.0,2.0,0.0,0.0,,,,2026Q2,2025Q4
3110688,오류지구대,골목상권,529219,2648.0,1281.0,225.0,53.0,151758428.0,0.0,0.0,1.0,0.0,,,,2026Q2,2025Q4
3110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",골목상권,285606,540.0,254.0,115.0,9.0,183354258.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110686,수궁동주민센터,골목상권,722137,4234.0,2042.0,487.0,93.0,140161791.0,0.0,4.0,0.0,3.0,0.0,23232346.0,0.0,2026Q2,2025Q4
3110685,금강수목원아파트,골목상권,69735,167.0,76.0,70.0,3.0,225083333.0,2.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110684,서울공연예술고등학교,골목상권,50389,1401.0,656.0,165.0,47.0,117106715.0,0.0,0.0,0.0,3.0,0.0,0.0,225878118.0,2026Q2,2025Q4
3110683,오류고등학교,골목상권,253960,1614.0,673.0,96.0,42.0,137436940.0,1.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110682,온수역 8번,골목상권,15082,959.0,434.0,26.0,15.0,181281658.0,0.0,0.0,0.0,1.0,,,,2026Q2,2025Q4
3110681,온수역 1번,골목상권,29710,182.0,105.0,184.0,5.0,171405000.0,1.0,0.0,1.0,1.0,,,,2026Q2,2025Q4
3110680,온수역 5번(온수산업단지),골목상권,176856,1635.0,740.0,774.0,41.0,155794689.0,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110679,염창역 2번,골목상권,292495,1370.0,1004.0,1154.0,5.0,271573333.0,0.0,4.0,4.0,0.0,0.0,772507729.0,0.0,2026Q2,2025Q4
3110678,염창무학아파트,골목상권,203046,1188.0,614.0,865.0,20.0,264459143.0,0.0,3.0,0.0,0.0,0.0,6813078.0,0.0,2026Q2,2025Q4
3110677,등촌역 1번,골목상권,216690,1809.0,1019.0,368.0,16.0,177146291.0,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110676,등촌역 7번,골목상권,462175,2818.0,1439.0,629.0,114.0,182708922.0,1.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110675,화곡4동주민센터,골목상권,1776318,7148.0,3398.0,509.0,207.0,140454436.0,0.0,0.0,0.0,0.0,0.0,0.0,653055860.0,2026Q2,2025Q4
3110674,강서구청가양동별관,골목상권,53519,59.0,42.0,265.0,,,0.0,1.0,0.0,1.0,,,,2026Q2,2025Q4
3110673,뜸부기어린이공원,골목상권,680740,3948.0,2093.0,723.0,91.0,138126199.0,3.0,9.0,1.0,1.0,0.0,507769080.0,521454188.0,2026Q2,2025Q4
3110672,백석중학교,골목상권,651967,3159.0,1429.0,276.0,86.0,152267971.0,1.0,0.0,0.0,1.0,,,,2026Q2,2025Q4
3110671,등촌1동주민센터,골목상권,1670902,7408.0,4071.0,4274.0,84.0,213202070.0,3.0,12.0,0.0,0.0,0.0,4724060830.0,822713107.0,2026Q2,2025Q4
3110670,신곡초등학교,골목상권,1252064,6972.0,3186.0,342.0,228.0,125325938.0,0.0,2.0,0.0,2.0,0.0,0.0,578292263.0,2026Q2,2025Q4
3110669,화곡보람2차아파트,골목상권,52740,756.0,389.0,65.0,26.0,144229102.0,,,,,,,,2026Q2,2025Q4
3110668,화곡2동주민센터,골목상권,2004004,8487.0,3941.0,700.0,270.0,131273320.0,0.0,0.0,5.0,0.0,0.0,0.0,499421573.0,2026Q2,2025Q4
3110667,가양역 10번,골목상권,34920,615.0,372.0,580.0,,,1.0,2.0,1.0,1.0,0.0,0.0,492559096.0,2026Q2,2025Q4
3110666,KC대학교,골목상권,147125,1747.0,861.0,335.0,33.0,119931414.0,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110665,곰달래도서관,골목상권,5342751,5146.0,2649.0,1177.0,133.0,138494035.0,3.0,5.0,0.0,1.0,0.0,19185510.0,95536948.0,2026Q2,2025Q4
3110664,강서구청옆,골목상권,183495,516.0,248.0,232.0,12.0,134733041.0,0.0,1.0,0.0,1.0,,,,2026Q2,2025Q4
3110663,우장산롯데캐슬아파트앞,골목상권,367319,1412.0,634.0,541.0,31.0,178965369.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3110662,까치산역 1번,골목상권,1740061,11635.0,5741.0,472.0,425.0,129323076.0,0.0,0.0,0.0,4.0,0.0,0.0,813840648.0,2026Q2,2025Q4
3110661,강서새말어린이공원,골목상권,205812,1357.0,680.0,339.0,37.0,143599651.0,1.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110660,등촌3동주민센터,골목상권,623913,1678.0,960.0,4819.0,19.0,188466977.0,4.0,6.0,1.0,4.0,0.0,730819455.0,441591210.0,2026Q2,2025Q4
3110659,화곡역 4번,골목상권,4178433,18076.0,8786.0,874.0,724.0,122805551.0,4.0,5.0,0.0,5.0,0.0,1217123061.0,679431581.0,2026Q2,2025Q4
3110658,화곡초등학교,골목상권,976962,3409.0,2212.0,391.0,90.0,118960240.0,1.0,1.0,0.0,2.0,0.0,0.0,674438115.0,2026Q2,2025Q4
3110657,양천향교역 5번,골목상권,938382,1518.0,1165.0,3725.0,2.0,181257576.0,7.0,16.0,1.0,1.0,0.0,6492932346.0,106127101.0,2026Q2,2025Q4
3110656,까치산역 3번,골목상권,6135815,9998.0,6627.0,743.0,116.0,147818042.0,2.0,4.0,0.0,1.0,0.0,25920251.0,2804864421.0,2026Q2,2025Q4
3110655,발산역 5번,골목상권,402920,1136.0,548.0,1112.0,21.0,169695427.0,1.0,2.0,1.0,2.0,0.0,0.0,282000000.0,2026Q2,2025Q4
3110654,까치산역 4번,골목상권,2442288,12127.0,6330.0,897.0,364.0,134853596.0,1.0,8.0,0.0,3.0,0.0,1145400770.0,1575926016.0,2026Q2,2025Q4
3110653,화곡역 2번,골목상권,1023136,4597.0,2138.0,602.0,82.0,139116615.0,0.0,1.0,0.0,1.0,,,,2026Q2,2025Q4
3110652,양천향교역 2번,골목상권,366959,2193.0,1386.0,338.0,42.0,184607071.0,4.0,7.0,1.0,0.0,0.0,283116271.0,132506136.0,2026Q2,2025Q4
3110651,화원중학교,골목상권,719508,5890.0,2940.0,502.0,184.0,133551365.0,0.0,3.0,0.0,1.0,0.0,80722413.0,1111810774.0,2026Q2,2025Q4
3110650,우장산힐스테이트,골목상권,69463,881.0,316.0,429.0,12.0,299294794.0,0.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110649,우장산역 1번,골목상권,1116968,3249.0,1327.0,698.0,67.0,179045174.0,1.0,1.0,1.0,1.0,0.0,0.0,1011969742.0,2026Q2,2025Q4
3110648,양천향교역 7번,골목상권,136248,4230.0,3925.0,975.0,,,0.0,1.0,1.0,2.0,0.0,0.0,1823912893.0,2026Q2,2025Q4
3110647,화곡역 5번,골목상권,2147729,8449.0,4333.0,780.0,232.0,141271983.0,2.0,9.0,2.0,1.0,0.0,246377089.0,538460553.0,2026Q2,2025Q4
3110646,푸른들청소년도서관,골목상권,1603814,8487.0,4295.0,1556.0,184.0,162732844.0,0.0,3.0,0.0,2.0,0.0,0.0,387502626.0,2026Q2,2025Q4
3110645,우장산역 4번,골목상권,1512485,7050.0,2824.0,536.0,143.0,173204672.0,2.0,0.0,0.0,1.0,0.0,0.0,541741613.0,2026Q2,2025Q4
3110644,신광명마을,골목상권,67786,774.0,382.0,151.0,28.0,112381629.0,0.0,5.0,0.0,0.0,0.0,1099846036.0,0.0,2026Q2,2025Q4
3110643,강서구다솔마을,골목상권,598427,2042.0,1082.0,1346.0,2.0,105158333.0,11.0,11.0,0.0,1.0,17446154.0,317070795.0,0.0,2026Q2,2025Q4
3110642,정곡초등학교,골목상권,12658,700.0,298.0,138.0,23.0,127206981.0,1.0,1.0,0.0,0.0,,,,2026Q2,2025Q4
3110641,공항고등학교,골목상권,340963,1569.0,685.0,496.0,18.0,202721348.0,3.0,10.0,0.0,0.0,105779927.0,724217408.0,0.0,2026Q2,2025Q4
3110640,방화역 1번,골목상권,454447,2584.0,1556.0,1776.0,36.0,164321055.0,0.0,0.0,0.0,1.0,0.0,0.0,474063372.0,2026Q2,2025Q4
3110639,신방화역 8번,골목상권,471820,2005.0,1121.0,466.0,34.0,272961822.0,0.0,2.0,0.0,0.0,,,,2026Q2,2025Q4
3110638,신방화역 2번,골목상권,2252925,5825.0,2949.0,1614.0,89.0,166440076.0,3.0,3.0,0.0,1.0,8357255.0,158568821.0,1439055133.0,2026Q2,2025Q4
3110637,송정역 2번,골목상권,267579,1773.0,961.0,794.0,41.0,166400833.0,0.0,0.0,0.0,2.0,0.0,0.0,249938781.0,2026Q2,2025Q4
3110636,방화역 2번,골목상권,348595,1162.0,547.0,357.0,17.0,202889828.0,1.0,2.0,0.0,1.0,,,,2026Q2,2025Q4
3110635,공항시장역 3번,골목상권,197706,2411.0,1261.0,473.0,37.0,280195461.0,0.0,1.0,2.0,1.0,,,,2026Q2,2025Q4
3110634,송정역 3번,골목상권,1825051,7741.0,4434.0,1697.0,184.0,129972445.0,3.0,7.0,0.0,1.0,0.0,429902363.0,644735998.0,2026Q2,2025Q4
3110633,개화산역 1번,골목상권,55358,428.0,234.0,111.0,6.0,139956944.0,1.0,0.0,0.0,1.0,,,,2026Q2,2025Q4
